mahalla_id,shabiya_ar,shabiya_en,mahalla_ar,libyan_hh_households,libyan_hh_libyans,libyan_hh_non_libyans,libyan_hh_persons,non_libyan_hh_households,non_libyan_hh_libyans,non_libyan_hh_non_libyans,non_libyan_hh_persons,households,libyans,non_libyans,persons,identity_failures,imputed_cells,page,source_document,source_sha256
Jabal al Gharbi-039,الجبل الغربي,Jabal al Gharbi,الزاوية,182,1353,1,1354,2,1,5,6,184,1354,6,1360,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-040,الجبل الغربي,Jabal al Gharbi,العوينية,993,8315,24,8339,52,21,315,336,1045,8336,339,8675,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-041,الجبل الغربي,Jabal al Gharbi,القصر,844,4254,30,4284,147,26,503,529,991,4280,533,4813,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-042,الجبل الغربي,Jabal al Gharbi,الشمالية \يفرن,448,2281,21,2302,57,5,126,131,505,2286,147,2433,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-043,الجبل الغربي,Jabal al Gharbi,الجديدة,517,2443,12,2455,33,16,122,138,550,2459,134,2593,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-044,الجبل الغربي,Jabal al Gharbi,ام الجرسان,825,4772,6,4778,49,10,124,134,874,4782,130,4912,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-045,الجبل الغربي,Jabal al Gharbi,الظاهر,738,4905,15,4920,9,1,49,50,747,4906,64,4970,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-046,الجبل الغربي,Jabal al Gharbi,الوادي \ القلعة,718,3822,9,3831,18,6,97,103,736,3828,106,3934,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-047,الجبل الغربي,Jabal al Gharbi,العليا,722,3613,21,3634,127,11,477,488,849,3624,498,4122,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-048,الجبل الغربي,Jabal al Gharbi,الشرقية \ الرياينة,507,3550,7,3557,12,0,25,25,519,3550,32,3582,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-049,الجبل الغربي,Jabal al Gharbi,الوسط \ الرياينة,217,1338,12,1350,3,0,18,18,220,1338,30,1368,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-050,الجبل الغربي,Jabal al Gharbi,العين \ الرياينة,561,3405,28,3433,83,15,353,368,644,3420,381,3801,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-051,الجبل الغربي,Jabal al Gharbi,الغربية \ الرياينة,349,2065,3,2068,3,0,12,12,352,2065,15,2080,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-052,الجبل الغربي,Jabal al Gharbi,ابو لجام,246,1420,6,1426,3,7,6,13,249,1427,12,1439,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-053,الجبل الغربي,Jabal al Gharbi,الغربية \ الزنتان,1252,8560,24,8584,20,11,60,71,1272,8571,84,8655,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-054,الجبل الغربي,Jabal al Gharbi,الجنوبية \ الزنتان,1117,6930,48,6978,114,20,422,442,1231,6950,470,7420,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-055,الجبل الغربي,Jabal al Gharbi,المركز \ الزنتان,332,1992,14,2006,39,11,145,156,371,2003,159,2162,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-056,الجبل الغربي,Jabal al Gharbi,الشرقية \ الزنتان,754,5288,13,5301,20,4,109,113,774,5292,122,5414,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-057,الجبل الغربي,Jabal al Gharbi,الشمالية \ الزنتان,405,2500,7,2507,6,8,21,29,411,2508,28,2536,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-058,الجبل الغربي,Jabal al Gharbi,القصبة \ جادو,269,1478,6,1484,3,2,9,11,272,1480,15,1495,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-059,الجبل الغربي,Jabal al Gharbi,شكشوك,274,1566,2,1568,16,2,53,55,290,1568,55,1623,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-060,الجبل الغربي,Jabal al Gharbi,الشمالية \ جادو,358,1813,7,1820,24,4,89,93,382,1817,96,1913,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-061,الجبل الغربي,Jabal al Gharbi,المركز \ جادو,567,2383,42,2425,129,22,444,466,696,2405,486,2891,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-062,الجبل الغربي,Jabal al Gharbi,الوسط \ جادو,466,2175,5,2180,19,6,52,58,485,2181,57,2238,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-063,الجبل الغربي,Jabal al Gharbi,الغربية \ جادو,300,1660,4,1664,2,5,4,9,302,1665,8,1673,0,0,12,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-064,الجبل الغربي,Jabal al Gharbi,قصر الحاج,118,776,12,788,32,1,80,81,150,777,92,869,0,0,12,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-065,الجبل الغربي,Jabal al Gharbi,الغربية \ الرجبان,762,4855,31,4886,68,14,340,354,830,4869,371,5240,0,0,12,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-066,الجبل الغربي,Jabal al Gharbi,الوسط \ الرجبان,314,2189,6,2195,14,3,41,44,328,2192,47,2239,0,0,12,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-067,الجبل الغربي,Jabal al Gharbi,الشرقية \ الرجبان,280,1897,7,1904,5,2,14,16,285,1899,21,1920,0,0,12,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-068,الجبل الغربي,Jabal al Gharbi,الزملة,708,5087,12,5099,8,4,36,40,716,5091,48,5139,0,0,12,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-069,الجبل الغربي,Jabal al Gharbi,الوسط \ الرحيبات,365,1841,27,1868,40,12,162,174,405,1853,189,2042,0,0,12,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-070,الجبل الغربي,Jabal al Gharbi,امسين,336,1809,14,1823,55,12,186,198,391,1821,200,2021,0,0,12,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-071,الجبل الغربي,Jabal al Gharbi,الشمالية \ الرحيبات,137,770,1,771,3,2,14,16,140,772,15,787,0,0,12,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-072,الجبل الغربي,Jabal al Gharbi,مزدة المركز,1917,12717,90,12807,194,47,807,854,2111,12764,897,13661,0,0,12,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-073,الجبل الغربي,Jabal al Gharbi,فسانو,167,1118,2,1120,2,1,8,9,169,1119,10,1129,0,0,12,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-074,الجبل الغربي,Jabal al Gharbi,قصر وامس,250,1746,0,1746,4,0,9,9,254,1746,9,1755,0,0,12,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-075,الجبل الغربي,Jabal al Gharbi,الشقيقة,479,3626,8,3634,14,3,54,57,493,3629,62,3691,0,0,12,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-076,الجبل الغربي,Jabal al Gharbi,عطاء الله,205,1674,0,1674,1,0,6,6,206,1674,6,1680,0,0,12,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-077,الجبل الغربي,Jabal al Gharbi,نسمة المركز,775,4854,28,4882,25,1,61,62,800,4855,89,4944,0,0,12,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-078,الجبل الغربي,Jabal al Gharbi,راس الطبل,74,450,0,450,1,2,3,5,75,452,3,455,0,0,12,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-079,الجبل الغربي,Jabal al Gharbi,المكمورة,36,236,0,236,0,0,0,0,36,236,0,236,0,0,12,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-080,الجبل الغربي,Jabal al Gharbi,القرية الشرقية,378,2345,3,2348,36,6,80,86,414,2351,83,2434,0,0,12,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
Jabal al Gharbi-081,الجبل الغربي,Jabal al Gharbi,القرية الغربية,189,1127,0,1127,3,1,10,11,192,1128,10,1138,0,0,12,نتائج-تعداد-العام-لسكان-مدينة-الجبل-الغربي-لسنة-2006م.pdf,9f4187fbfba8718d5dc183761fdcbbd050421bc98b7513708a7d6095e6ba50c8
